# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '10' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-76-10.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '75' '-var' 'INIT_I' '10.0' '-var' 'k_result' '0.5' '-var' 'm' '500.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "246962947"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99990,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99769,7,10,0,214,0,0,0,249,101,6,1,0,320,501,270
2.,99604,11,9,0,374,0,2,0,446,175,8,2,0,1176,936,530
3.,99429,9,14,0,547,0,1,0,643,270,6,4,0,2577,1417,787
4.,99312,11,14,0,659,0,3,1,794,377,7,7,0,4509,1883,1050
5.,99183,13,18,0,782,0,3,1,965,503,9,8,0,7010,2284,1321
6.,97148,12,20,1,2812,0,7,0,1096,518,10,10,1,8034,2662,2660
7.,93307,14,21,3,6645,1,9,0,1208,409,13,10,2,6946,2958,2958
8.,91054,17,26,4,8888,1,10,0,1285,418,19,7,5,6783,3257,3253
9.,87530,21,26,5,12401,2,12,3,1385,354,22,8,6,4905,3558,3558
10.,84566,27,26,5,15353,1,18,4,1480,234,27,11,8,3216,3818,3815
11.,82780,24,34,6,17133,2,17,4,1511,193,21,15,11,2178,4102,4102
12.,81530,28,40,7,18367,4,19,5,1542,218,24,20,12,1541,4316,4316
13.,80738,31,46,7,19146,3,24,5,1598,208,30,19,12,1235,4530,4530
14.,80629,33,42,9,19242,3,34,8,1652,292,29,28,13,1381,4678,4677
15.,80214,34,44,15,19640,4,37,12,1662,282,27,32,15,1196,4831,4830
16.,79765,41,52,18,20070,5,37,12,1696,228,35,31,14,862,4950,4950
17.,79549,52,57,23,20263,3,36,17,1753,258,42,37,17,754,5097,5096
18.,79548,58,60,28,20242,2,40,22,1786,249,44,46,20,838,5209,5206
19.,79674,63,73,32,20089,3,40,26,1811,370,45,57,19,799,5340,5337
20.,79746,60,81,40,19994,4,44,31,1802,447,44,68,18,834,5465,5465
21.,79434,63,89,47,20281,4,50,32,1816,434,49,68,21,687,5550,5550
22.,79223,74,96,52,20455,3,56,41,1832,458,54,72,25,625,5650,5648
23.,79158,82,105,62,20488,2,63,40,1841,535,59,69,32,640,5798,5798
24.,78694,95,112,77,20913,1,66,42,1859,399,71,75,35,516,5960,5957
25.,78195,92,120,88,21380,2,73,50,1841,274,66,80,40,304,6029,6028
26.,78047,107,133,98,21477,2,82,54,1830,283,87,80,48,288,6103,6101
27.,77793,122,144,108,21694,2,70,67,1824,350,81,95,55,299,6200,6198
28.,77483,122,157,124,21963,2,77,72,1850,277,94,94,59,245,6217,6217
29.,77000,144,168,143,22378,3,90,74,1866,314,123,109,58,255,6285,6284
30.,76470,151,182,163,22850,3,105,76,1837,344,116,121,72,233,6313,6312
31.,75897,170,191,180,23359,3,117,83,1840,324,122,127,89,218,6359,6357
32.,75338,177,212,197,23841,6,134,95,1813,294,146,130,89,164,6420,6419
33.,74813,175,235,222,24297,11,147,100,1807,308,147,147,101,143,6440,6438
34.,74230,192,247,247,24808,9,153,114,1825,303,150,156,108,149,6476,6476
35.,73679,197,272,272,25272,9,170,129,1802,375,167,172,116,169,6552,6551
36.,72886,211,287,296,25976,8,184,152,1808,366,188,176,137,124,6548,6547
37.,72129,238,293,316,26639,9,193,183,1797,312,201,189,137,108,6561,6559
38.,71689,245,306,347,26996,9,214,194,1796,318,206,205,146,136,6574,6573
39.,70993,257,325,372,27582,11,247,213,1811,279,215,234,151,96,6614,6612
40.,70439,242,346,417,28043,15,270,228,1785,329,200,242,167,101,6619,6619
41.,69706,266,337,448,28676,13,289,265,1811,279,203,267,168,98,6655,6654
42.,69164,264,349,491,29119,18,295,300,1832,259,218,245,186,80,6677,6677
43.,68532,274,365,529,29644,21,305,330,1849,225,227,262,179,81,6684,6683
44.,67967,297,371,571,30079,26,332,357,1831,251,259,267,189,75,6715,6711
45.,67289,311,404,615,30623,27,346,385,1850,252,279,256,205,86,6701,6698
46.,66843,336,406,658,30940,29,387,401,1843,272,293,285,212,64,6726,6726
47.,66300,332,436,696,31356,30,417,433,1833,296,301,287,217,72,6767,6767
48.,65764,322,441,752,31774,34,435,478,1818,287,277,298,236,71,6821,6819
49.,65210,321,427,802,32223,30,461,526,1841,257,257,310,251,71,6823,6821
50.,64584,324,439,850,32720,38,459,586,1824,253,281,305,244,57,6833,6830
51.,64063,331,447,898,33106,39,479,637,1787,195,271,336,235,58,6842,6840
52.,63630,342,463,936,33396,37,512,684,1821,215,279,329,231,62,6901,6900
53.,63126,334,475,986,33762,45,540,732,1868,204,293,309,217,51,6900,6899
54.,62729,331,465,1043,34037,47,567,781,1905,182,276,282,195,34,6895,6895
55.,62350,329,479,1063,34290,43,564,882,1918,151,278,247,191,29,6863,6861
56.,62040,330,494,1118,34471,43,571,933,1906,140,281,237,172,34,6874,6874
57.,61763,332,490,1193,34607,47,598,970,1890,167,283,228,175,45,6838,6837
58.,61431,341,498,1257,34803,44,600,1026,1935,185,286,237,180,60,6851,6850
59.,61171,337,506,1316,34930,43,605,1092,1921,179,288,230,179,52,6858,6858
60.,60876,347,524,1377,35075,43,609,1149,1875,182,314,242,184,45,6866,6862
61.,60686,322,511,1459,35144,49,636,1193,1879,174,277,250,168,26,6879,6878
62.,60419,328,511,1546,35285,40,629,1242,1863,182,273,257,161,23,6833,6833
63.,60229,339,508,1621,35328,46,640,1289,1892,169,295,252,165,23,6803,6800
64.,60051,342,519,1693,35355,55,645,1340,1892,164,299,252,168,41,6844,6842
65.,60046,368,507,1765,35210,48,673,1383,1881,138,298,253,163,33,6890,6890
66.,59783,360,510,1850,35328,61,693,1415,1901,149,281,256,120,17,6895,6895
67.,59700,349,497,1914,35290,62,676,1512,1847,132,260,207,139,22,6894,6892
68.,59557,322,511,1975,35297,69,696,1573,1826,127,265,182,142,25,6865,6864
69.,59472,328,487,2050,35254,75,694,1640,1861,115,240,171,123,20,6850,6848
70.,59382,315,483,2114,35222,72,712,1700,1892,119,213,183,104,32,6903,6902
71.,59394,331,484,2202,35081,59,705,1744,1865,113,245,164,109,30,6964,6964
72.,59424,349,473,2281,34913,62,712,1786,1870,103,269,168,94,28,6924,6924
73.,59380,315,491,2379,34850,58,709,1818,1907,92,239,178,110,33,6885,6885
74.,59192,292,478,2461,34930,67,706,1874,1894,91,215,164,104,24,6849,6848
75.,59279,280,474,2544,34734,67,701,1921,1851,92,216,143,84,30,6893,6893
76.,59212,269,479,2643,34688,71,692,1946,1821,116,216,133,81,14,6959,6956
77.,59076,297,487,2734,34699,58,673,1976,1831,98,222,130,103,22,6943,6941
78.,59014,296,487,2817,34644,56,671,2015,1830,97,231,136,91,33,6964,6963
79.,58734,299,501,2902,34783,62,652,2067,1847,107,258,138,113,26,6938,6937
80.,58716,284,510,2946,34670,67,657,2150,1854,92,243,157,81,21,6940,6936
81.,58549,291,503,2990,34696,70,685,2216,1843,92,255,151,86,25,6919,6917
82.,58423,270,505,3087,34714,72,694,2235,1838,93,220,156,87,19,6918,6918
83.,58256,291,490,3136,34755,68,679,2325,1838,94,213,152,92,21,6872,6872
84.,58161,303,489,3203,34715,73,663,2393,1847,98,223,148,70,18,6910,6906
85.,58136,284,461,3290,34627,88,689,2425,1876,95,212,122,87,25,6917,6914
86.,58127,280,470,3399,34532,73,674,2445,1901,68,194,142,89,24,6887,6885
87.,58183,309,466,3486,34345,67,657,2487,1910,102,218,135,89,25,6902,6902
88.,58174,297,461,3578,34244,67,658,2521,1918,96,222,134,90,25,6906,6906
89.,58185,295,466,3642,34113,69,635,2595,1885,76,224,135,93,20,6936,6935
90.,58248,307,442,3693,33934,76,639,2661,1884,90,214,136,75,23,6932,6932
91.,58251,286,459,3789,33814,73,646,2682,1905,62,200,129,84,21,6956,6956
92.,58065,295,463,3843,33869,59,645,2761,1941,80,218,134,58,19,6968,6967
93.,58065,294,458,3948,33743,68,664,2760,1910,82,211,123,80,15,6944,6944
94.,58100,277,471,4014,33607,63,660,2808,1908,79,209,117,61,16,6896,6895
95.,58018,282,470,4128,33574,52,657,2819,1890,84,227,118,69,22,6919,6918
96.,57902,295,458,4230,33557,58,655,2845,1903,79,217,121,85,16,6952,6952
97.,57833,278,444,4340,33520,57,656,2872,1893,85,194,130,74,15,6940,6940
98.,57759,275,440,4390,33484,58,653,2941,1912,56,204,131,59,17,6969,6968
99.,57774,273,424,4500,33358,63,653,2955,1933,68,205,119,61,17,6903,6901
100.,57845,272,425,4619,33183,66,614,2976,1896,59,203,133,75,18,6856,6855
101.,57894,261,425,4678,33028,74,593,3047,1890,84,197,130,85,15,6871,6871
102.,57757,255,433,4739,33062,74,595,3085,1890,74,195,132,79,26,6910,6909
103.,57769,283,415,4836,32921,68,609,3099,1873,73,211,130,81,26,6903,6902
104.,57762,290,405,4876,32816,71,616,3164,1871,85,203,117,65,16,6887,6885
105.,57802,268,434,4962,32675,64,614,3181,1903,79,201,132,84,24,6882,6881
106.,57689,275,450,5009,32665,57,601,3254,1902,99,219,131,88,19,6888,6888
107.,57566,273,453,5048,32683,51,593,3333,1914,88,219,131,90,24,6838,6837
108.,57501,284,443,5136,32624,56,591,3365,1924,89,230,148,78,36,6815,6814
109.,57314,281,445,5216,32704,58,593,3389,1904,95,203,158,91,28,6776,6775
