# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '20' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-61-20.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '60' '-var' 'INIT_I' '100.0' '-var' 'k_result' '12' '-var' 'm' '500.0' '-var' 'thetaD' '1.0' '-var' 'thetaI' '0.0' '-var' 'thetaT' '0.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "5671766"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,98260,32,82,0,1603,0,23,0,283,18,29,5,0,7,538,0
2.,96835,52,75,0,2998,0,40,0,488,3,40,16,2,1,1046,0
3.,95697,59,74,0,4106,1,62,1,674,4,55,18,2,0,1556,0
4.,94617,62,68,1,5161,8,81,2,821,1,46,25,3,1,2067,0
5.,93652,57,73,1,6106,12,94,5,949,1,31,22,10,1,2581,0
6.,92696,58,79,6,7030,16,106,9,1083,0,35,16,11,1,3065,0
7.,91787,68,81,9,7905,20,115,15,1187,3,34,13,9,0,3593,0
8.,90867,60,86,12,8793,30,130,22,1269,1,28,4,9,1,4108,0
9.,89855,62,92,14,9763,38,148,28,1333,1,29,2,5,0,4626,0
10.,88947,69,90,22,10637,35,160,40,1403,2,30,2,2,0,5103,0
11.,88067,66,101,28,11485,35,170,48,1485,0,21,3,1,1,5597,0
12.,87183,75,98,39,12330,36,183,56,1536,0,17,7,0,1,6110,0
13.,86338,72,110,44,13137,35,197,67,1635,1,18,2,0,0,6645,0
14.,85532,72,109,53,13910,33,203,88,1660,3,24,0,0,0,7158,0
15.,84781,78,116,62,14613,46,204,100,1688,0,28,1,1,1,7646,0
16.,83991,61,135,66,15366,60,207,114,1712,0,14,0,0,0,8210,0
17.,83111,66,141,74,16196,61,224,127,1754,2,26,1,1,0,8704,0
18.,82300,75,131,87,16963,57,246,141,1757,0,20,0,0,0,9200,0
19.,81677,81,131,99,17539,61,256,156,1726,2,13,0,1,0,9739,0
20.,81022,85,139,115,18148,50,271,170,1736,0,25,0,0,0,10237,0
21.,80382,76,149,129,18732,55,286,191,1748,1,14,0,2,0,10689,0
22.,79805,72,157,144,19257,58,294,213,1769,0,19,0,0,0,11155,0
23.,79009,78,183,154,19989,65,296,226,1775,2,24,3,0,0,11668,0
24.,78066,79,192,168,20874,70,309,242,1767,2,17,1,1,1,12181,0
25.,77244,82,205,187,21634,68,305,275,1769,2,18,1,0,0,12715,0
26.,76438,84,201,213,22385,77,309,293,1826,1,12,0,1,0,13228,0
27.,75797,89,190,229,22966,84,321,324,1828,1,11,0,0,0,13702,0
28.,75101,96,197,245,23604,78,331,348,1847,2,8,1,0,0,14234,0
29.,74505,103,211,255,24125,84,335,382,1869,0,16,3,0,0,14712,0
30.,73876,108,217,276,24688,82,334,419,1868,0,13,1,0,1,15197,0
31.,73237,108,216,302,25263,85,346,443,1841,1,8,0,0,0,15697,0
32.,72628,109,213,320,25805,85,367,473,1825,1,9,2,0,0,16209,0
33.,72137,104,209,337,26231,92,386,504,1845,2,7,1,0,0,16736,0
34.,71637,100,227,351,26661,89,400,535,1850,0,8,0,1,0,17238,0
35.,71219,110,224,378,26988,97,413,571,1844,0,12,0,0,0,17742,0
36.,70772,114,229,410,27360,94,420,601,1862,0,12,0,0,0,18254,0
37.,70296,111,235,423,27774,97,431,633,1891,1,11,1,0,0,18770,0
38.,69762,119,247,444,28220,106,431,671,1884,1,8,1,0,0,19283,0
