# Output of 'KaSim' '-mode' 'batch' '-u' 'time' '-p' '1' '--no-log' '-seed' '22' '-o' '/work/e661/e661/wwaites/rule-based-models//data/traj/lmic-case-60-22.dat' '-l' '365' '-var' 'N' '100000' '-var' 'case' '59' '-var' 'INIT_I' '100.0' '-var' 'k_result' '12' '-var' 'm' '500.0' '-var' 'thetaD' '0.0' '-var' 'thetaI' '0.142857142857' '-var' 'thetaT' '1.0' '/work/e661/e661/wwaites/rule-based-models//models/policies.ka'
# "uuid" : "593057488"
"[T]","Sn","En","In","Rn","Sy","Ey","Iy","Ry","F","Cs","Ce","Ci","Cr","Cf","T","Tbusy"
0.,99900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,99743,22,99,0,125,0,11,0,241,1114,24,3,1,699,487,281
2.,98900,55,105,0,921,1,18,0,482,1627,47,21,1,2184,941,936
3.,97126,70,108,1,2661,1,33,0,664,1876,55,34,3,3329,1311,1310
4.,94443,85,127,2,5298,2,40,3,820,1865,64,54,5,3448,1757,1757
5.,89574,93,136,3,10122,9,58,5,955,1011,74,71,11,1738,2092,2092
6.,86380,105,134,6,13272,9,86,8,1098,544,85,75,19,896,2434,2433
7.,84316,119,133,17,15286,9,105,15,1233,372,97,79,26,530,2801,2801
8.,82713,131,157,23,16835,9,108,24,1314,346,110,100,31,434,3100,3100
9.,81344,138,189,28,18148,7,114,32,1386,361,121,109,43,373,3361,3361
10.,80031,143,193,43,19408,7,134,41,1433,331,120,111,51,252,3634,3633
11.,78857,172,204,51,20508,9,149,50,1491,332,127,133,64,223,3892,3891
12.,77814,181,229,65,21485,13,160,53,1565,375,151,139,75,222,4123,4122
13.,76634,207,255,88,22561,15,167,73,1625,318,179,157,85,161,4286,4286
14.,75657,218,271,113,23451,17,182,91,1623,298,165,169,97,158,4473,4473
15.,74746,231,285,136,24272,21,202,107,1688,339,182,205,102,147,4668,4668
16.,73856,251,307,152,25066,17,231,120,1708,332,190,225,118,154,4768,4768
17.,72794,264,319,181,26027,17,264,134,1703,295,193,245,120,135,4909,4909
18.,71903,275,335,201,26817,17,289,163,1712,310,195,265,139,130,5041,5041
19.,70967,296,342,228,27629,23,331,184,1767,258,212,271,145,90,5177,5175
20.,70229,304,374,263,28248,28,350,204,1761,244,217,286,155,101,5309,5308
21.,69302,327,393,302,29051,23,366,236,1762,214,225,286,165,89,5445,5445
22.,68437,323,406,336,29797,31,406,264,1760,196,239,275,170,64,5576,5574
23.,67798,342,426,373,30291,40,425,305,1752,203,259,267,170,56,5692,5691
