PTTI 2 Universal PTTI											
Economic											
	Total_NHS_Costs	2158892738.7061105									
	Total_Productivity_Loss	594823571428.5225									
Medical											
	Cases	26011585.895564895									
	Deaths	294358.3581710198									
	Hospital	385820.51572146									
	ICU	68085.97336261057									
Testing											
	Laboratories	1	79	290	290	290					
	Max_Laboratories	290									
	Testing_Block_Lengths	180	180	180	180	176					
	Testing_Costs	2698765.8799720826	530248664.6759618	7688705481.801588	8564574728.729748	8374255999.986182					
	Testing_Total_Costs	25160483641.073452									
Tracing											
	Max_Supervisors	54694									
	Max_Tracers	2734656									
	Tracers	0	2473	50638	2734656	1941372	161	1	1	1	1
	Tracing_Block_Lengths	90	90	90	90	90	90	90	90	90	86
	Tracing_Costs	53557250.0	221473569.0	3986674314.0	220428082918.0	16028680266.0	881410832.9999999	880162352.9999999	880162352.9999999	880162352.9999999	841044026.1999999
	Tracing_Total_Costs	245081410235.2									
