PTTI Scenario 4d Trig60											
Economic											
	Total_NHS_Costs	387416862.70470744									
	Total_Productivity_Loss	506167785191.8715									
Medical											
	Cases	5148031.926040802									
	Deaths	52823.09287022397									
	Hospital	69236.12789466519									
	ICU	12218.140216705622									
Testing											
	Laboratories	2	9	9	9	9					
	Max_Laboratories	9									
	Testing_Block_Lengths	180	180	180	180	176					
	Testing_Costs	7701521.5918698665	133933406.99195088	213385921.97236985	136613511.98244816	216940150.09120438					
	Testing_Total_Costs	708574512.6298431									
Tracing											
	Max_Supervisors	1635									
	Max_Tracers	81747									
	Tracers	0	81747	41499	11831	4581	1569	610	278	109	37
	Tracing_Block_Lengths	90	90	90	90	90	90	90	90	90	86
	Tracing_Costs	53557250.0	6719203941.0	368291997.0	136792593.00000003	80220843.0	56718207.00000001	49235130.0	46644534.0	45325827.0	42774499.4
	Tracing_Total_Costs	7598764821.4									
