PTTI Scenario 2b Trig											
Economic											
	Total_NHS_Costs	490738252.9378491									
	Total_Productivity_Loss	551851128090.8284									
Medical											
	Cases	6520976.334938548									
	Deaths	66910.64536771513									
	Hospital	87700.92299546317									
	ICU	15476.633469787617									
Testing											
	Laboratories	9	261	261	261	261					
	Max_Laboratories	261									
	Testing_Block_Lengths	180	180	180	180	176					
	Testing_Costs	42147640.35856895	5256278072.061594	7708104236.598284	7708121999.60873	7536830399.999993					
	Testing_Total_Costs	28251482348.62717									
Tracing											
	Max_Supervisors	1746									
	Max_Tracers	87260									
	Tracers	0	38634	87260	4738	18	1	1	1	1	1
	Tracing_Block_Lengths	90	90	90	90	90	90	90	90	90	86
	Tracing_Costs	53557250.0	3185426702.0	4318080930.0	83194164.00000001	46364004.0	46231353.0	46231353.0	46231353.0	46231353.0	44176626.2
	Tracing_Total_Costs	7915725088.2									
