PTTI Scenario 4a											
Economic											
	Total_NHS_Costs	1445769896.1118205									
	Total_Productivity_Loss	230730425708.12576									
Medical											
	Cases	21826789.70197693									
	Deaths	178239.0148050978									
	Hospital	233620.91377692076									
	ICU	41227.22007828013									
Testing											
	Laboratories	1	9	9	9	9					
	Max_Laboratories	9									
	Testing_Block_Lengths	180	180	180	180	176					
	Testing_Costs	4752518.243514316	134359335.72479534	212641459.37569726	135194398.2930879	213756984.3645792					
	Testing_Total_Costs	700704696.0016739									
Tracing											
	Max_Supervisors	17423									
	Max_Tracers	871144									
	Tracers	0	153119	128924	22741	183415	760237	871144	673548	260631	88480
	Tracing_Block_Lengths	90	90	90	90	90	90	90	90	90	86
	Tracing_Costs	53557250.0	12569330657.0	1072960272.0000001	244414323.00000003	3745002845.0	48787451311.0	15280922932.0	5548831344.0	2326839993.0	939832596.0
	Tracing_Total_Costs	90569143523.0									
