PTTI Scenario 4d Trig70											
Economic											
	Total_NHS_Costs	383234341.6338462									
	Total_Productivity_Loss	505048883271.161									
Medical											
	Cases	5092454.190333041									
	Deaths	52252.81903801299									
	Hospital	68488.66026570709									
	ICU	12086.234164536543									
Testing											
	Laboratories	2	9	9	9	9					
	Max_Laboratories	9									
	Testing_Block_Lengths	180	180	180	180	176					
	Testing_Costs	7696369.435799314	133910845.8070918	213398651.32886827	136612846.69756278	216940902.11998823					
	Testing_Total_Costs	708559615.3893104									
Tracing											
	Max_Supervisors	1610									
	Max_Tracers	80474									
	Tracers	0	80474	40181	9411	2376	528	135	41	11	3
	Tracing_Block_Lengths	90	90	90	90	90	90	90	90	90	86
	Tracing_Costs	53557250.0	6614901772.0	357613893.0	117515583.00000001	62621477.99999999	48201534.0	45134955.0	44401473.0	44167383.0	42144738.6
	Tracing_Total_Costs	7430260059.6									
