PTTI Scenario 3a											
Economic											
	Total_NHS_Costs	388444758.65822536									
	Total_Productivity_Loss	575477817955.2821									
Medical											
	Cases	5161690.704722802									
	Deaths	52963.24330930021									
	Hospital	69419.82546323081									
	ICU	12250.55743468779									
Testing											
	Laboratories	9	261	261	261	261					
	Max_Laboratories	261									
	Testing_Block_Lengths	180	180	180	180	176					
	Testing_Costs	42155641.30197963	5264651764.291303	7708121394.574575	7708121999.998439	7536830399.999997					
	Testing_Total_Costs	28259881200.166294									
Tracing											
	Max_Supervisors	588									
	Max_Tracers	29371									
	Tracers	0	29371	26779	155	1	1	1	1	1	1
	Tracing_Block_Lengths	90	90	90	90	90	90	90	90	90	86
	Tracing_Costs	53557250.0	2426198563.0	236941587.00000003	29194515.0	27992853.0	27992853.0	27992853.0	27992853.0	27992853.0	26748726.2
	Tracing_Total_Costs	2912604906.2									
