PTTI Scenario 19											
Economic											
	Total_NHS_Costs	787241066.7411438									
	Total_Productivity_Loss	449277205230.2388									
Medical											
	Cases	11884979.24512736									
	Deaths	97053.53011389797									
	Hospital	127209.71564658947									
	ICU	22448.77334939814									
Testing											
	Laboratories	391	388	1	1	1					
	Max_Laboratories	391									
	Testing_Block_Lengths	180	180	180	180	176					
	Testing_Costs	1101463899.3430383	5664293917.12971	64782000.0	64782000.0	63342400.0					
	Testing_Total_Costs	6958664216.472749									
Tracing											
	Max_Supervisors	67129									
	Max_Tracers	3356402									
	Tracers	0	3356402	2098150	33653	1	1	1	1	1	1
	Tracing_Block_Lengths	90	90	90	90	90	90	90	90	90	86
	Tracing_Costs	53557250.0	275129655006.0	17447870250.0	1338600159.0	1076013603.0	1076013603.0	1076013603.0	1076013603.0	1076013603.0	1028190776.1999999
	Tracing_Total_Costs	300377941456.2									
