PTTI Scenario 3b Trig											
Economic											
	Total_NHS_Costs	115677450.12369551									
	Total_Productivity_Loss	609541769808.1609									
Medical											
	Cases	1743083.961143406									
	Deaths	14261.07626162569									
	Hospital	21990.86547667801									
	ICU	3298.6298215017014									
Testing											
	Laboratories	1	1	1	1	1					
	Max_Laboratories	1									
	Testing_Block_Lengths	180	180	180	180	176					
	Testing_Costs	1888800	1602000	1602000	1602000	1566400					
	Testing_Total_Costs	8261200									
Tracing											
	Max_Supervisors	642									
	Max_Tracers	32054									
	Tracers	0	12453	32054	4388	1	1	1	1	1	1
	Tracing_Block_Lengths	90	90	90	90	90	90	90	90	90	86
	Tracing_Costs	53557250.0	1039529509.0	1726446112.0	63075114.00000001	28843353.0	28843353.0	28843353.0	28843353.0	28843353.0	27561426.2
	Tracing_Total_Costs	3054386176.2									
