PTTI Scenario 4a Trig											
Economic											
	Total_NHS_Costs	461821889.5695535									
	Total_Productivity_Loss	160277520401.48657									
Medical											
	Cases	6972125.571650877									
	Deaths	56934.84062275661									
	Hospital	74625.46573530164									
	ICU	13169.199835641464									
Testing											
	Laboratories	2	9	9	9	9					
	Max_Laboratories	9									
	Testing_Block_Lengths	180	180	180	180	176					
	Testing_Costs	7847040.232687109	135302223.75461686	213420811.51287803	136612819.79983926	216941000.86799887					
	Testing_Total_Costs	710123896.1680201									
Tracing											
	Max_Supervisors	3113									
	Max_Tracers	155648									
	Tracers	0	155648	127625	2294	2	1	1	1	1	1
	Tracing_Block_Lengths	90	90	90	90	90	90	90	90	90	86
	Tracing_Costs	53557250.0	12776571544.0	1063611675.0	85653882.0	67769406.0	67761603.0	67761603.0	67761603.0	67761603.0	64749976.199999996
	Tracing_Total_Costs	14382960145.2									
